obs_idx,group_name,group_idx,country_name,country_idx,female,age,GROUP,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11P1,Q11P2,Q11P3,Q11P4,Q11P5,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29P1,Q29P2,Q29P3,Q29P4,Q29P5,Q29P6,Q29P7,Q29P8,Q30,Q31,Q32,Q33P1,Q33P2,Q33P3,Q33P4,Q33P5,Q34,Q35P1,Q35P2,Q35P3,Q35P4,Q35P5,Q35P6,Q36,Q37P1,Q37P2,Q37P3,Q37P4,Q37P5,Q37P6,Q37P7,Q37P8,Q37P9,Q37P10,Q37P11,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50P1,Q50P2,Q50P3,Q50P4,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66P1,Q66P2,Q66P3,Q66P4,Q66P5,Q67,Q68,Q69,Q70P1,Q70P2,Q70P3,Q71,Q72,Q73P1,Q73P2,Q73P3,Q73P4,Q73P5,Q74P1,Q74P2,Q74P3,Q74P4,Q75,Q76,Q77,Q78,Q79P1,Q79P2,Q79P3,Q79P4,Q79P5,Q79P6,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,supp_islam_mov,relg_awakening,pol_islam,pol_islam_binary,quran_freq,ref_relg_freq,personal_islam,sharia_sociolife,sharia_crim_civ,relg_study,social_islam,sep_relg_politics,priv_relg,opp_pol_relg,per_id,nation_id,pol_efficacy,pol_active,be_pol_active,polpart_shura,uni,student,unemployed,finan_satis,gov_ignore_ppl,offic_selfinterest,obey_lead,caliphate,over40,coop,west_values_corrupt,censor_west,west_reason_underdev,muslim_brotherhood,islamist,arab_nationalism,socialism,liberalism,income,us_me_policies,us_relation,arab_israel_sol,life_security,newspaper_freq,rev_sep_relg_politics,rev_priv_relg,pol_islam0,persocio_islam0,pol_act0,att_us0,critic_gov0,neg_west0
10,Egyptian,0,Egypt,0,0,40 & OVER,EGYPT,MALE,SECONDARY SCHOOL,40 & OVER,MARRIED,EMPLOYED,CLERICAL PROF,121140 501600 401500,E-QUOBBOH GARDENS,APARTMENT,NA,r1,r2,r4,r3,r5,YES,NO,NO,YES,AGREE,NO,DO NOT KNOW,DO NOT KNOW,NO,DO NOT AGREE,YES,AGREE,YES,AGREE,AGREE,AGREE,AGREE,r3,r5,r2,r6,r7,r1,r8,r4,STRONGLY AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r3,r4,r5,r1,1 AS STIPUL IN ISLAM,r2,r4,r1,r3,r5,NA,ALWAYS,r2,r11,r3,r4,r10,r1,r7,r8,r6,r5,r9,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,DAILY,MAJLES SHURA,YES,DO NOT AGREE,r3,r2,r4,r1,WOM RGHT DIV B-ISLAM,GETTING WORSE,DO NOT AGREE,YES,ARAB NATIONALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,E-NON K-P COM W ISLM,DAILY,CONTRDICT CUS&TRAD,r2,r1,r5,r4,r3,YES,YES,IN FAVOR OF,KING FAHAD AL-SAUD,JAMAL ABDUL NASSER,E-QUTB K-SH P-ASSAD,NONE,SOMEWHAT,r4,r5,r3,r1,r2,r1,r3,r4,r2,DO NOT AGREE,ISRAEL-PLO TALKS,ALWAYS,NO,r1,r4,r5,r3,r6,r2,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,NO,UNCERTAIN,E-PPS K-PPS P-PJR,NO,E-RELG K-MUJT P-HRIA,AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,LESS RELIGIOUS,FINAN WORSETHN MST,VERY INSECURE,NA,E-NSSE K-O/E P-ISMC,NA,3,4,3.5,1,4,3,3.5,2,4,4,3.3333333333333335,3,1,2,national,arab world,0,0,0,1,0,0,0,1,2,2,0,1,1,islamic unity,1,3,1,0,0,1,0,0,5,1,3,1,1,5,2,4,3.25,3.4,1,2,2,1.6666666666666667
11,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,UNIVERSITY DEG&GRAD,20-29,NEVER MARRIED,EMPLOYED,SERVICES&SOC WORK,6180 201300 101200,E-SHUBRA,APARTMENT,NA,r2,r1,r3,r4,r5,NO,DO NOT KNOW,NO,YES,AGREE,YES,AGREE,YES,YES,AGREE,NO,AGREE,YES,AGREE,AGREE,AGREE,DO NOT AGREE,r4,r5,r1,r8,r6,r2,r7,r3,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r3,r4,r5,r1,LEGAL PUNISHMENT,r4,r3,r1,r2,r5,NA,SOMETIMES,r3,r11,r8,r1,r9,r5,r7,r6,r2,r4,r10,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,AGREE,NEVER,PARLM W POL PARTIES,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,STRONGLY AGREE,YES,E DEM K-P SHARIAH,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,SEVERAL TIMES A WEEK,COMPAT ISLM TEACH,r1,r2,r4,r5,r3,YES,YES,IN FAVOR OF,E-ZAGH K-GHAD P-SH,E-SADT K-KHTB P-HAWT,E-MKAM K-SSAB P-HABS,LES THAN PREVOUS YRS,UNCERTAIN,r5,r2,r3,r1,r4,r1,r3,r2,r4,AGREE,CAMP DAVID TYPE TALK,ALWAYS,YES,r5,r6,r4,r3,r1,r2,PLURAL COMPET US&WE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,NO,SOMEWHAT AGREE,E-PPS K-PPS P-PJR,NO,E-WOM/SR K-P MT ONE,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,LESS RELIGIOUS,FINAN WORSETHN MST,VERY SECURE,E-OPENDED K-P 1970S,E-SDTE K-O/E P-PLO,NA,2,4,3,1,3,3,3,2,4,3,3,3,1,2,muslim,islamic world,0,0,0,0,1,0,0,1,3,1,1,1,0,islamic unity,4,3,1,0,0,0,0,0,2,1,3,1,4,4,2,4,3,3,1,2,2,2.6666666666666665
12,Egyptian,0,Egypt,0,1,30-39,EGYPT,FEMALE,UNIVERSITY DEG&GRAD,30-39,MARRIED,EMPLOYED,SERVICES&SOC WORK,141160 601700 501600,E-ELMUNIRA&QSRELAINI,APARTMENT,40,r2,r1,r4,r3,r5,YES,NO,NO,YES,AGREE,YES,AGREE,YES,YES,AGREE,NO,AGREE,YES,AGREE,DO NOT AGREE,AGREE,AGREE,r2,r8,r1,r4,r6,r3,r7,r5,SOMEWHAT AGREE,YES-IF INTP MOD NEED,ALWAYS,r2,r3,r4,r5,r1,1 AS STIPUL IN ISLAM,r3,r4,r1,r2,r5,NA,ALWAYS,r3,r10,r8,r1,r11,r4,r9,r2,r5,r6,r7,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,SOMEWHAT,STRONGLY AGREE,ALWAYS,AGREE,AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r2,r3,r4,r1,WOMEN RGHT DIVORCE,GETTING WORSE,STRONGLY AGREE,YES,SOCIALISM,NO,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,SOMEWHAT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r1,r2,r3,r5,r4,YES,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-SADT K-KHTB P-HAWT,E-MKAM K-SSAB P-HABS,ABOUT THE SAME,SOMEWHAT,r3,r1,r4,r2,r5,r1,r3,r2,r4,DO NOT AGREE,INTERNATIONAL CONFER,ALWAYS,YES,r6,r3,r1,r2,r5,r4,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,AGREE,PARTLY YES,SOMEWHAT AGREE,E-PPS K-PPS P-PJR,NO,E-MUSR K-NAHD P-FTHR,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,VERY SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,NA,3,4,3.5,1,4,4,4,2,4,3,3,3,3,3,muslim,arab world,1,1,0,1,1,0,0,2,3,3,1,1,0,islamic unity,4,3,3,0,0,0,1,0,6,3,3,1,4,5,2,2,2.75,3.4,2,3,3,3.3333333333333335
13,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,UNIVERSITY DEG&GRAD,20-29,NEVER MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,101120 401500 301400,E-ELDARB ELAHMAR,APARTMENT,8,r3,r1,r2,r4,r5,NO,DO NOT KNOW,NO,YES,AGREE,NO,DO NOT KNOW,NO,NO,AGREE,YES,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,DO NOT AGREE,DO NOT AGREE,r3,r4,r1,r5,r6,r2,r7,r8,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r3,r2,r4,r5,r1,SHARIAH REASON,r3,r4,r1,r2,r5,NA,ALWAYS,r4,r7,r1,r5,r8,r2,r10,r11,r6,r3,r9,STRONGLY AGREE,DO NOT AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r2,r1,r4,r3,WOM RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,SOCIALISM,NO,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,ACCEPTED IN MOD SOCI,r1,r2,r4,r5,r3,DO NOT KNOW,YES,AGAINST,E-QUTB K-SH P-ASSAD,E-ZAGH K-GHAD P-SH,HASSAN EL-BANA,VERY LOW,NO,r4,r5,r3,r1,r2,r1,r2,r3,r4,DO NOT KNOW,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r4,r2,r3,r1,r5,r6,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,DO NOT AGREE,AGREE,DO NOT KNOW,AGREE,NO,STRONGLY AGREE,E-PPS K-PPS P-PJR,NO,E-K-P DONOT READ MAG,AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,NA,E-MUBE K-O/E P-MUBK,NA,1,1,1,0,4,4,4,4,4,4,4,4,1,2.5,muslim,islamic world,0,0,0,1,1,0,0,3,4,3,1,0,0,islamic unity,4,3,3,0,0,0,1,0,4,1,2,1,4,5,1,4,1.75,4,1,1.5,3.5,3.3333333333333335
14,Egyptian,0,Egypt,0,0,30-39,EGYPT,MALE,UNIVERSITY DEG&GRAD,30-39,NEVER MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,101120 401500 301400,E-SHUBRA,APARTMENT,6,r2,r1,r4,r3,r5,YES,DO NOT KNOW,YES,YES,AGREE,NO,DO NOT AGREE,YES,YES,AGREE,YES,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,AGREE,AGREE,r4,r3,r1,r8,r7,r2,r6,r5,UNCERTAIN,SOMEWHAT AGREE,SOMETIMES,r1,r3,r4,r5,r2,SHARIAH REASON,r3,r4,r1,r2,r5,NA,SOMETIMES,r9,r4,r10,r1,r8,r7,r11,r5,r2,r3,r6,STRONGLY AGREE,DO NOT AGREE,SOMEWHAT AGREE,UNCETAIN,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT AGREE,EVERY FRIDAY,PARLM W/O POL PARTIS,YES,DO NOT AGREE,r3,r2,r4,r1,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,SOMEWHAT AGREE,NO,ARAB NATIONALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,SOMEWHAT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r5,r3,DO NOT KNOW,YES,AGAINST,E-ALI K-MSAB P-JSAB,KING FAHAD AL-SAUD,JAMAL ABDUL NASSER,LES THAN PREVOUS YRS,NO,r4,r2,r3,r1,r5,r1,r3,r2,r4,DO NOT AGREE,INTERNATIONAL CONFER,SOMETIMES,DO NOT KNOW,r2,r4,r1,r6,r5,r3,E-MARX K-P ISLM DEMC,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT KNOW,AGREE,PARTLY YES,UNCERTAIN,E-PPS K-PPS P-PJR,NO,E-BUSS/YTH K-P F&A M,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT INSECURE,NA,E-SDTE K-O/E P-PLO,NA,1,1,1,0,3,3,3,3,4,2,3,4,3,3.5,muslim,arab world,0,1,0,0,1,0,0,2,2,1,1,0,0,arab unity,3,3,3,0,0,1,0,0,4,2,2,1,2,5,1,2,1.25,3,2,2,1.5,3
15,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,SECONDARY SCHOOL,20-29,NEVER MARRIED,EMPLOYED,CLERICAL PROF,121140 501600 401500,E-ELMUSKI&ATABA SQ,APARTMENT,NA,r2,r1,r3,r4,r5,NO,DO NOT KNOW,NO,DO NOT KNOW,AGREE,YES,DO NOT KNOW,YES,YES,AGREE,NO,AGREE,YES,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,r1,r8,r4,r5,r7,r2,r6,r3,STRONGLY AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r4,r3,r5,r1,SEPAR RIGHT FR WOMEN,r4,r3,r1,r2,r5,NA,SOMETIMES,r3,r2,r7,r8,r4,r5,r1,r6,r9,r10,r11,STRONGLY AGREE,AGREE,SOMEWHAT AGREE,NO,SOMEWHAT AGREE,SOMETIMES,AGREE,AGREE,RARELY,MAJLES SHURA,NO,DO NOT AGREE,r1,NA,NA,NA,WOMEN RGHT DIVORCE,GETTING WORSE,STRONGLY AGREE,NO,COMMUNISM,NO,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT CUS&TRAD,NA,NA,NA,NA,r1,YES,NO,AGAINST,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E-SADT K-KHTB P-HAWT,ABOUT THE SAME,NO,NA,NA,NA,NA,r1,r1,r2,r3,r4,DO NOT AGREE,ISRAEL-PLO TALKS,SOMETIMES,YES,r3,r1,r2,r4,r5,r6,ARAB-SOCIALISM(NATI),AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,PARTLY YES,DO NOT AGREE,E-PPS K-PPS P-PJR,YES,E-WOM/SR K-P MT ONE,DO NOT AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,NA,E-NSSE K-O/E P-ISMC,NA,1,1,1,0,3,3,3,2,2,4,2.6666666666666665,4,1,2.5,muslim,africa|asia com,0,1,1,1,0,0,0,2,1,1,0,1,0,islamic unity,4,3,3,0,0,0,0,0,5,1,1,1,3,5,1,4,1.75,2.8,3,1,1,3.3333333333333335
16,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,INTERMEDIATE SCHL,20-29,NEVER MARRIED,EMPLOYED,CLERICAL PROF,60&LES 200&LS 100&LS,E-BAB ELKHALQ,APARTMENT,5,r2,r1,r4,r3,r5,YES,NO,NO,YES,AGREE,YES,AGREE,YES,YES,AGREE,YES,AGREE,NO,DO NOT KNOW,AGREE,DO NOT AGREE,AGREE,r3,r5,r1,r6,r7,r2,r8,r4,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r3,r4,r5,r1,SEPAR RIGHT FR WOMEN,r3,r4,r1,r2,r5,NA,SOMETIMES,r11,r9,r10,r2,r8,r1,r6,r5,r4,r3,r7,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,UNCETAIN,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,RARELY,MAJLES SHURA,YES,AGREE,NA,NA,NA,NA,WOMEN RGHT DIVORCE,GETTING WORSE,STRONGLY AGREE,NO,MUSLIM BROTHERHOOD,NO,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,SEVERAL TIMES A WEEK,E-DIF D K-P IMP PROG,r2,r1,r3,r4,r5,NO,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E-MKAM K-SSAB P-HABS,LES THAN PREVOUS YRS,SOMEWHAT,r5,r1,r3,r4,r2,r3,r2,r4,r1,AGREE,CAMP DAVID TYPE TALK,SOMETIMES,DO NOT KNOW,r4,r2,r3,r1,r5,r6,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-PPS K-PPS P-PJR,NO,E-WOM/SR K-P MT ONE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,NA,E-NSSE K-O/E P-ISMC,NA,3,4,3.5,1,3,3,3,2,4,3,3,3,1,2,muslim,NA,0,0,0,1,0,0,0,2,4,3,0,0,0,islamic unity,4,3,3,1,1,0,0,0,1,2,2,1,3,4,2,4,3.25,3,1,2,3.5,3.3333333333333335
17,Egyptian,0,Egypt,0,0,30-39,EGYPT,MALE,SECONDARY SCHOOL,30-39,MARRIED,EMPLOYED,CLERICAL PROF,141160 601700 501600,E-AZHR&HUSN K-SHAMYA,APARTMENT,30,r2,r1,r3,r4,r5,NO,YES,NO,YES,DO NOT KNOW,YES,AGREE,NO,NO,DO NOT AGREE,NO,AGREE,NO,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,r3,r5,r1,r7,r8,r2,r6,r4,STRONGLY AGREE,YES-IF INTP MOD NEED,ALWAYS,r2,r3,r4,r5,r1,4 AS STIPUL IN ISLAM,r2,r4,r1,r3,NA,NA,ALWAYS,r1,r9,r2,r7,r11,r4,r3,r6,r8,r5,r10,SOMEWHAT AGREE,AGREE,DO NOT KNOW,SOMEWHAT,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,DAILY,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r4,r2,MEN RGHT DIV B-ISLAM,GETTING BETTER,SOMEWHAT AGREE,YES,ARAB NATIONALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,STRONGLY AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r1,r2,r4,r5,r3,YES,YES,DO NOT KNOW,E-MUBK K-ARAF P-MUBK,E-SADT K-KHTB P-HAWT,E-MKAM K-SSAB P-HABS,STRONGER,NO,r5,r3,r4,r2,r1,r1,r2,r3,NA,DO NOT KNOW,ISRAEL-PLO TALKS,ALWAYS,DO NOT KNOW,r3,r2,r1,r6,r5,r4,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,AGREE,NO,DO NOT AGREE,E-PPS K-PPS P-PJR,NO,E-K-P DONOT READ MAG,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,LESS RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,NA,E-MUBE K-O/E P-MUBK,NA,1,2,1.5,0,4,4,4,2,4,4,3.3333333333333335,3,4,3.5,muslim,islamic world,0,0,0,1,0,0,0,3,1,2,1,0,0,islamic unity,3,3,2,0,0,1,0,0,6,3,3,1,4,5,2,1,1.5,3.6,1,3,1.5,2.6666666666666665
18,Egyptian,0,Egypt,0,0,20-29,EGYPT,MALE,UNIVERSITY DEG&GRAD,20-29,NEVER MARRIED,EMPLOYED,PA/EG JOUR-KU MI/POL,EGPT 501&OVER,E-ABDIN K-SHUWAIKH,APARTMENT,13,r2,NA,NA,r1,NA,NO,NO,YES,NO,DO NOT AGREE,YES,DO NOT AGREE,NO,YES,AGREE,NO,DO NOT AGREE,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,r4,r6,r1,r7,r8,r2,r5,r3,DO NOT AGREE,DO NOT AGREE,NEVER,r1,r4,r5,r2,r3,LEGAL PUNISHMENT,NA,NA,NA,r1,r2,NA,NEVER,r4,r7,r3,r9,r6,r10,r1,r5,r11,r8,r2,STRONGLY AGREE,DO NOT AGREE,DO NOT KNOW,NO,STRONGLY AGREE,RARELY,DO NOT AGREE,AGREE,NEVER,PARLM W POL PARTIES,NO,AGREE,r3,r2,r4,r1,WOMEN RGHT DIVORCE,GETTING WORSE,SOMEWHAT AGREE,YES,COMMUNISM,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,STRONGLY AGREE,CHANGE IN RELG BELIF,DAILY,NORM COM/INCOM W ISM,r1,r2,r3,r4,r5,NO,NO,AGAINST,E-ALI K-MSAB P-JSAB,JAMAL ABDUL NASSER,E&P ARAFAT K-ASAB,VERY LOW,NO,r2,r3,NA,r1,NA,r3,r2,r4,r1,AGREE,MILITARY MEANS,NEVER,YES,r4,r3,r2,r6,r5,r1,E-MARX K-P ISLM DEMC,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,YES,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-AHAL K-TALI P-SKRA,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,NOT RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,NA,E-NSSE K-O/E P-ISMC,NA,1,1,1,0,1,1,1,1,1,1,1,4,4,4,arab,arab world,1,1,1,0,1,0,0,3,4,3,0,0,0,arab unity,3,1,1,0,0,0,0,0,10,1,1,0,3,5,1,1,1,1,3,1,3.5,1.6666666666666667
19,Egyptian,0,Egypt,0,0,20-29,EGYPT,MALE,UNIVERSITY DEG&GRAD,20-29,MARRIED,EMPLOYED,CLERICAL PROF,101120 401500 301400,E-MISR GADID K-DAIYA,APARTMENT,NA,r2,r1,r3,r5,r4,DO NOT KNOW,NO,YES,DO NOT KNOW,DO NOT AGREE,NO,DO NOT KNOW,NO,DO NOT KNOW,AGREE,NO,DO NOT KNOW,NO,AGREE,AGREE,DO NOT AGREE,AGREE,r3,r4,r1,r8,r7,r5,r6,r2,DO NOT AGREE,DO NOT AGREE,SOMETIMES,NA,NA,NA,NA,NA,4 AS STIPUL IN ISLAM,NA,NA,r1,r2,NA,NA,ALWAYS,r2,r9,r4,r1,r11,r5,r10,r8,r6,r3,r7,STRONGLY AGREE,AGREE,SOMEWHAT AGREE,UNCETAIN,STRONGLY AGREE,ALWAYS,AGREE,AGREE,SOMETIMES,NO POL PARTICIPATION,NA,AGREE,NA,r1,NA,NA,MEN RGHT DIV B-ISLAM,NA,SOMEWHAT AGREE,YES,NA,YES,AGREE,AGREE,AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,NA,DAILY,COMPAT ISLM TEACH,r1,r2,r5,r3,r4,DO NOT KNOW,YES,DO NOT KNOW,NA,NA,NA,STRONGER,UNCERTAIN,NA,NA,NA,NA,NA,r1,r3,r2,r4,DO NOT KNOW,CAMP DAVID TYPE TALK,SOMETIMES,DO NOT KNOW,r1,r2,r3,r4,r5,r6,NOTHING,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,PARTLY YES,DO NOT AGREE,E-PPS K-PPS P-PJR,YES,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,NA,SATISFIED W FINAN ST,SOMEWHAT SECURE,NA,E-SDTE K-O/E P-PLO,NA,2,2,2,0,4,3,3.5,1,2,1,1.3333333333333333,4,1,2.5,muslim,islamic world,0,1,1,0,1,0,0,3,1,2,0,0,0,NA,3,2,1,NA,NA,NA,NA,NA,4,2,3,1,3,5,1,4,2.25,2.2,3,2.5,1.5,2
20,Egyptian,0,Egypt,0,0,20-29,EGYPT,MALE,UNIVERSITY DEG&GRAD,20-29,NEVER MARRIED,EMPLOYED,SERVICES&SOC WORK,60&LES 200&LS 100&LS,E-BAB ELKHALQ,APARTMENT,10,r2,r1,r3,r4,r5,NO,DO NOT KNOW,NO,NO,AGREE,YES,DO NOT AGREE,NO,YES,DO NOT AGREE,YES,AGREE,NO,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r4,r5,r1,r8,r6,r2,r7,r3,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r3,r4,r5,r1,SEPAR RIGHT FR WOMEN,r3,r4,r1,r2,r5,NA,SOMETIMES,r5,r9,r7,r1,r8,r3,r11,r6,r4,r2,r10,SOMEWHAT AGREE,DO NOT AGREE,SOMEWHAT AGREE,SOMEWHAT,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,EVERY FRIDAY,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r4,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,SOMEWHAT AGREE,YES,E DEM K-P SHARIAH,NO,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,SOMEWHAT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r2,r1,r3,r4,r5,YES,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,HASSAN EL-BANA,VERY LOW,SOMEWHAT,r2,r5,r3,r1,r4,r1,r3,r2,r4,DO NOT AGREE,INTERNATIONAL CONFER,SOMETIMES,YES,r6,r2,r1,r3,r5,r4,ARAB-SOCIALISM(NATI),AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,PARTLY YES,SOMEWHAT AGREE,E-PPS K-PPS P-PJR,NO,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,LESS RELIGIOUS,FINAN WORSETHN MST,SOMEWHAT SECURE,NA,E-MUBE K-O/E P-MUBK,NA,3,4,3.5,1,3,3,3,2,1,3,2,3,3,3,muslim,islamic world,1,1,0,1,1,0,0,1,3,3,1,0,0,islamic unity,3,3,1,0,0,0,0,0,1,3,3,1,3,5,2,2,2.75,2.4,2,3,3,2.3333333333333335
